Company Name,Company URL,About,Summary,Industry,Location
Murf AI,https://www.linkedin.com/company/murf-ai/,,"The AI voice platform for creating studio-quality voiceovers, dubbing videos & building voice agents • Specialties: Video Translation Software",Software Development,"Salt Lake City, Utah"
Calendly,https://www.linkedin.com/company/calendly/,,"We help individuals, teams, and organizations create better meeting experiences. 📆 ✨ • Specialties: software as a service",Software Development,"Atlanta, Georgia"
UpToDate,https://www.linkedin.com/company/uptodate/,,"Helping you improve care decisions and reduce unwanted clinical variability • Specialties: software tools & digital information,",Software Development,"Waltham, MA"
Autodesk Construction Cloud,https://www.linkedin.com/company/autodesk-construction-cloud/,,"Easily connect workflows, teams and data at every stage of construction to reduce risk, maximize efficiency and profits • Specialties: Field Software",Software Development,"San Francisco, CA"
Dev.Pro,https://www.linkedin.com/company/dev-pro/,,Software Development Partner. Result-driven. Quality-obsessed.,IT System Custom Software Development,"Charlotte, North Carolina"
Opkey,https://www.linkedin.com/company/opkey/,,Optimize Enterprise Apps. Unlock Millions in IT Savings • Specialties: Software Testing,Software Development,"Dublin, California"
MindSource,https://www.linkedin.com/company/mindsource/,,MindSource has delivered software solutions for over two decades to many hundreds of Silicon Valley companies.  Our success is based on deep technical...,Information Technology & Services,"Milpitas, California"
testRigor,https://www.linkedin.com/company/testrigor/,,The #1 Generative AI-based test automation tool. Create and execute QA tests in plain English • Specialties: software testing,Software Development,"San Francisco, California"
Fusemachines,https://www.linkedin.com/company/fusemachines/,,"On a mission to Democratize AI since 2013. 
Global provider of Enterprise AI Products & AI Solutions • Specialties: Software",Software Development,"New York, New York"
KnowledgeCity,https://www.linkedin.com/company/knowledgecity/,,"...: business skills, computer software, safety, compliance, and finance.  Organizations can create their own customized portals with localization in any language...",E-Learning Providers,"Carlsbad, CA"
Rimini Street,https://www.linkedin.com/company/rimini-street/,,"Rimini Street, Inc. (Nasdaq: RMNI), a Russell 2000® Company, is a proven, trusted global provider of end-to-end, mission-critical enterprise software support, managed services and innovative Agentic AI ERP solutions, and is the leading third-party support provider for Oracle, SAP and VMware software...",IT Services and IT Consulting,"Las Vegas, NV"
Etech Global Services,https://www.linkedin.com/company/etech-global-services/,,"...software, and enterprise AI solutions. https://www.etechtechnologysolutions.com/   🔹 Comprehensive CX Capabilities From omnichannel support to outbound sales...",Outsourcing and Offshoring Consulting,"Nacogdoches, TX"
PROS,https://www.linkedin.com/company/pros/,,Specialties: Big Data Software Applications,Software Development,"Houston, Texas"
Robosoft Technologies,https://www.linkedin.com/company/robosoft-technologies/,,"...in Digital Consulting, Experience Design, Software Engineering, Enterprise Applications, Core Engineering & Simulation, Data & Analytics and Cybersecurity...",IT Services and IT Consulting,"San Francisco, California"
Clari,https://www.linkedin.com/company/clari/,,"Clari & Salesloft have merged to form the Predictive Revenue System, where Al guides revenue teams to accelerate growth • Specialties: Enterprise Software",Software Development,"Sunnyvale, CA"
Bloomberg Government,https://www.linkedin.com/company/bloomberg-government/,,The essential integrated platform for charting a course of action that moves the government and your business forward • Specialties: Government Contract Management Software,Software Development,"Washington, DC"
InRhythm,https://www.linkedin.com/company/getinrhythm/,,...% of the high-growth companies on the list. We've also been on Deloitte's Technology Fast 500™ for 4 consecutive years.   We are the thought leaders on how modern software...,IT Services and IT Consulting,"New York, New York"
Pipedrive,https://www.linkedin.com/company/pipedrive/,,CRM software sales teams will love 💚,Software Development,"New York, New York"
TestingXperts,https://www.linkedin.com/company/testingxperts/,,...American Software Testing Awards.  - Winners at The European Software Testing Awards.  - Winners at The DevOps Industry Awards.  - Winners at GSA UK Professional...,IT Services and IT Consulting,"Mechanicsburg, Pennsylvania"
Victaulic,https://www.linkedin.com/company/victaulic/,,"...efficiency and enhancing constructability, while allowing for seamless integration of our solutions, software, and services at every stage in a project's life cycle...",Industrial Machinery Manufacturing,"Easton, PA"
Ryan,https://www.linkedin.com/company/ryan/,,"Ryan, an award-winning global tax services and software provider, is the largest Firm in the world dedicated exclusively to business taxes. With global headquarters in Plano, Texas, the Firm provides an integrated suite of federal, state, local, and international tax services on a multijurisdictional basis, including...",Financial Services,"Dallas, Texas"
Bellurbis,https://www.linkedin.com/company/bellurbis-llc/,,"For over 15 years, Bellurbis has been a trusted software development company with a successful track record of delivering 500+ projects for 150+ clients across the USA, Europe, Australia, and India. Our solutions span a range of industries including Healthtech, Enterprise Software Development, Gaming, Blockchain...",IT Services and IT Consulting,"Austin, Texas"
OEC,https://www.linkedin.com/company/oec-solutions/,,Now for the easy part.™ • Specialties: Software,Software Development,"Fairlawn, Ohio"
Adobe Substance 3D,https://www.linkedin.com/company/substance3d/,,Adobe Substance 3D is a complete suite with everything artists need to create 3D digital materials & models • Specialties: Software development,Software Development,"San Jose, California"
FullStack,https://www.linkedin.com/company/fullstack-labs/,,"FullStack is a leading software engineering and AI solutions company helping organizations modernize, innovate, and scale through intelligent technology...","Technology, Information and Internet","Brentwood, Tennessee"
FARO Technologies,https://www.linkedin.com/company/faro-technologies/,,"...and software for the following vertical markets:  - 3D METROLOGY High-precision 3D measurement, imaging and comparison of parts and complex structures within production...",Industrial Machinery Manufacturing,"Lake Mary, FL"
TechTammina LLC,https://www.linkedin.com/company/techtamminallc/,,Tech Tammina is a blend in implementing Business Processes across onshore and offshore Software Development using Low Code platforms. This phenomenal...,IT Services and IT Consulting,"Chantilly, Virginia"
"h3 Technologies, LLC",https://www.linkedin.com/company/h3-technologies-llc/,,"Expert in java, Microservices, Azure, Oracle, AWS, RPA, AI, ML and related software and technologies",Information Technology & Services,"Florence, Kentucky"
Unified Infotech,https://www.linkedin.com/company/unifiedinfotech/,,"..., we specialize in cutting-edge software solutions that drive seamless integration and success in the digital age. Our confidence fuels every project, ensuring...",IT Services and IT Consulting,New York
ButterflyMX,https://www.linkedin.com/company/butterflymx/,,"Video intercoms, access control systems, and security cameras loved by 20,000 multifamily, gated, commercial properties • Specialties: Property Management Software",Software Development,New York
Intcomex,https://www.linkedin.com/company/intcomex/,,"Intcomex is a premiere value-added distributor of IT products focused solely on serving Latin America and the Caribbean.  It distributes computer equipment, components, peripherals, software, computer systems, accessories, networking products and digital consumer electronics to more than 40,000 local customers...",IT Services and IT Consulting,"Medley, Florida"
Innover Digital,https://www.linkedin.com/company/innoverdigital/,,"...consecutive years, the Top Software and Tech Award, and recognition for Digital Transformation Excellence. Our vibrant culture of growth and camaraderie...",IT Services and IT Consulting,"Alpharetta, Georgia"
InterSystems,https://www.linkedin.com/company/intersystems/,,Specialties: Software,Software Development,"Boston, Massachusetts"
ImpactQA,https://www.linkedin.com/company/impactqa-software-testing-services/,,Delivering Excellence in Software Testing Across Industries,IT Services and IT Consulting,"Houston, Texas"
EDZ Systems,https://www.linkedin.com/company/edz-systems/,,"...specialization in Software Development, Business Transformation, Security, Enterprise Content Management, Strategy & Operations, Enterprise Program Management...",IT Services and IT Consulting,"Overland Park, Kansas"
Verizon Connect,https://www.linkedin.com/company/verizon-connect/,,Helping you drive a safer tomorrow • Specialties: Fleet Management Software,Software Development,"Atlanta, GA"
Lattice,https://www.linkedin.com/company/lattice-hq/,,Lattice is the leading HR Platform where People + AI succeed together • Specialties: HR Software,Software Development,"San Francisco, California"
itD,https://www.linkedin.com/company/itd-tech/,,Formerly known as iTalent Digital. We are a different kind of global software development and technology consultancy.,IT Services and IT Consulting,"Campbell, California"
Instabase,https://www.linkedin.com/company/instabase/,,The agentic automation platform • Specialties: Enterprise Software,Software Development,San Francisco
Forte Group,https://www.linkedin.com/company/fortegroup/,,"Managed Engineering Solutions in Software Development and Data Engineering.  Delivery centers across US, Europe & LATAM.",IT Services and IT Consulting,"Boca Raton, FL"
upGrad KnowledgeHut,https://www.linkedin.com/company/upgradknowledgehut/,,"...and help close the skills gap.  Whether you're looking to develop capabilities in Software Development, IT Service Management, Cyber Security, Cloud Computing, Machine...",E-Learning Providers,"Wilmington, Delaware"
Markovate,https://www.linkedin.com/company/markovate/,,We help data-driven companies build measurable Generative AI solutions • Specialties: Software Development,Software Development,"San Francisco, California "
Wealthfront,https://www.linkedin.com/company/wealthfront/,,"Wealthfront integrates investing and saving products to help young professionals build long-term wealth in any market condition. Through software, we deliver high-yield savings through partner banks, diversified ETF and bond ETF investing, zero-commission stock investing, and low-cost loans to help both sophisticated...",Financial Services,"Palo Alto, California"
Talently,https://www.linkedin.com/company/talently-recruiting/,,"...software tools designed to maximize efficiency. This allows us to focus on what truly matters: fostering strong, lasting relationships between top-tier talent...",Staffing and Recruiting,"Newport Beach, California"
Collibra,https://www.linkedin.com/company/collibra/,,The market leader in unified governance for data and AI • Specialties: enterprise software,Software Development,"New York, New York"
Payscale,https://www.linkedin.com/company/payscale/,,We power compensation decisions for more than 20% of the US workforce ✨ • Specialties: compensation software,Software Development,"Seattle, Washington"
Tebra,https://www.linkedin.com/company/tebra/,,"EHR+ & RCM for Private Practice success. Unifying billing, growth, and AI-powered clinical tools. #Tebra • Specialties: EHR software",Software Development,"Corona del Mar, California"
SBS Creatix,https://www.linkedin.com/company/sbs-creatix/,,"SBS Creatix is a full service provider specializing in Staff Augmentation, Direct Placement Recruiting, and Software Solutions. Our foundation and professional reputation is built on uncompromised quality and an unsurpassed commitment to our Clients AND Employees.   As our Client, you will experience a professional...",Staffing and Recruiting,"Saint Louis, Missouri"
Cytel,https://www.linkedin.com/company/cytel/,,"Cytel is the world’s leading data-science CRO, driving advancements in human health through robust analytics and innovative clinical trial software. For nearly four decades, we have set the standard in adaptive trial design, leveraging extensive data insights to inform strategy throughout every phase of drug...",Pharmaceutical Manufacturing,"Cambridge, MA"
impact.com,https://www.linkedin.com/company/impactdotcom/,,"Our partnership management platform automates every type of business partnership, at scale • Specialties: Partner Management Software",Software Development,"Santa Barbara, California"
Jerry,https://www.linkedin.com/company/jerryinc/,,"Jerry is America's first and only AllCar™ app, on a mission to make car ownership affordable and accessible • Specialties: consumer software",Software Development,"Palo Alto, CA"
Inductive Automation,https://www.linkedin.com/company/inductive-automation/,,"Inductive Automation creates industrial software that empowers organizations to swiftly turn great ideas into reality by removing all technological and economic obstacles. By cross-pollinating IT with SCADA technologies, Inductive Automation created Ignition software, the first and only universal industrial...",Automation Machinery Manufacturing,"Folsom, CA"
Agnos Inc.,https://www.linkedin.com/company/agnos/,,"Software Engineering, Business & IT Advisory, Digital Agency Services, IT Staffing, Cloud Services & Enterprise Security",IT Services and IT Consulting,"Miami, Florida"
TEK NINJAS,https://www.linkedin.com/company/tekninjas/,,"Are You Ready to Power Up?  Founded in 2015 and headquartered in Carrollton, Texas, Tek Ninjas is a global software consulting and digital services company built for speed, scale, and innovation. We don’t just manage IT; we fuel digital transformation.  We partner with Fortune 500 clients, government agencies...",IT Services and IT Consulting,"Carrollton, Texas"
Stelvio Inc.,https://www.linkedin.com/company/stelvio-group/,,"...candidates across Software, Cyber, Data and Technology Leadership specialisms. - Vetted and detailed search: our consultants do not share unqualified resumes...",Staffing and Recruiting,"Austin, Texas"
"Donato Technologies, Inc.",https://www.linkedin.com/company/donatotechnologies/,,"...the needs of our clients and employees. We specialize in staffing, consulting, software development, and training, specifically tailored for small and medium...",IT Services and IT Consulting,"Dallas, Texas "
Productboard,https://www.linkedin.com/company/productboard/,,"Make products that matter, together • Specialties: Software",Software Development,"San Francisco, California"
Makino,https://www.linkedin.com/company/makino/,,"...centers.  But we do more than just provide machines. We are your partner in success, offering cutting-edge applications, software, engineering services, financing...",Machinery Manufacturing,"Mason, OH"
Foursquare,https://www.linkedin.com/company/location-foursquare/,,"We help marketers, developers, and data analysts harness the power of privacy-first location intelligence • Specialties: GIS Software",Software Development,"New York, NY"
Veracode,https://www.linkedin.com/company/veracode/,,"...remediation engine, the Veracode platform offers adaptive software security and is trusted by organizations worldwide to build and maintain secure software from code...",Computer and Network Security,"Burlington, Massachusetts"
Battery Ventures,https://www.linkedin.com/company/battery-ventures/,,"Battery invests in potentially cutting-edge, category-defining businesses in markets including application software, IT infrastructure technologies, consumer-internet and mobile services, and industrial technologies. Founded in 1983, the firm backs companies at stages ranging from seed to growth and private equity...",Venture Capital and Private Equity Principals,"Boston, MA"
Bluebeam,https://www.linkedin.com/company/bluebeam-software/,,"For those who design, engineer, bid and build our world, Bluebeam is how professionals get more done • Specialties: PDF software",Software Development,"Pasadena, California"
ITConnectUS,https://www.linkedin.com/company/itconnectus-inc/,,"ITConnectUS Is A Global Software Development & End-2-End IT Consulting Firm,   Providing IT & US-Healthcare Recruitment.",IT Services and IT Consulting,"Plano, Texas"
Biz2Credit,https://www.linkedin.com/company/biz2credit-inc/,,"...the Biz2X Platform. Biz2X is the natural outgrowth of Biz2Credit’s established platform software that brands like HSBC, Oriental Bank, and TATA Capital...",Financial Services,"New York, New York"
Alvaria CX,https://www.linkedin.com/company/alvaria-cx/,,Alvaria empowers human connection through contact center infrastructure • Specialties: Enterprise Call Center Software,Software Development,"Atlanta, Georgia"
"TechnoSphere, Inc.",https://www.linkedin.com/company/technosphere-inc./,,"Established in 1994, TechnoSphere is a Global IT Solutions and Services provider, specializing in Digital Transformation, Software Consulting, Business Analytics, AI, and Cloud Computing. With an impressive annual revenue of 114 million USD, we are committed to delivering innovative solutions that drive success...",IT Services and IT Consulting,New York
DroneDeploy,https://www.linkedin.com/company/dronedeploy/,,"All your photos, maps and models - from the air to the ground - in one platform • Specialties: Software",Software Development,"San Francisco, California"
CornerStone Technology Talent Services,https://www.linkedin.com/company/cornerstone-technology-talent-services/,,"...contract IT workforce solutions for cloud computing, cybersecurity, software development, DevOps, and infrastructure.  - Direct Hire & Executive Search...",Staffing and Recruiting,"Coppell, Texas"
JumpCloud,https://www.linkedin.com/company/jumpcloud/,,JumpCloud® is IT Simplified • Specialties: Software as a service (SAAS),Software Development,"Louisville, CO"
Unite Us,https://www.linkedin.com/company/uniteus/,,Your Partner for Integrating Health and Human Services • Specialties: Healthcare Software,Software Development,"New York, NY"
"Cradlepoint, part of Ericsson",https://www.linkedin.com/company/cradlepoint-inc/,,"We deliver Wireless WAN, private network and 5G security solutions that connect and protect people, places, and things • Specialties: Software-Defined Perimeter",Software Development,"Boise, Idaho"
Averro,https://www.linkedin.com/company/averro/,,"...across engineering, IT, manufacturing, and corporate roles.  Technology Solutions: IT managed services, AI advisory, custom software development, cybersecurity...",Professional Services,"Bellevue, WA "
Testing Mavens,https://www.linkedin.com/company/testing-mavens/,,Software Testing Redefined,IT Services and IT Consulting,"Piscataway, New Jersey"
eGain Corporation,https://www.linkedin.com/company/egain-corporation/,,#1 AI Knowledge Platform for Customer Service • Specialties: customer service software,Software Development,"Sunnyvale, CA"
"Everest Consultants, Inc.",https://www.linkedin.com/company/everest-consultants-inc-/,,"...software, or engineering device software, we excel in providing the right resources for your projects. Additionally, we can scale your project teams with our global...",IT Services and IT Consulting,"Beaverton, OR"
Cyber Infrastructure (CIS),https://www.linkedin.com/company/cyber-infrastructure/,,"...their Business Dreams.   We are globally recognized with multiple offices in the USA, UK, Middle East, Europe, Asia & Australia. And Software Development Centers...",IT Services and IT Consulting,"San Jose, California"
Intetics,https://www.linkedin.com/company/intetics/,,Where software concepts come alive™,IT Services and IT Consulting,"Naples, FL"
MSys Technologies,https://www.linkedin.com/company/msys-technologies/,,Product Engineering Services and Digital Transformation • Specialties: Software-Defined Storage,Software Development,"Atlanta, GA"
Macrosoft,https://www.linkedin.com/company/macrosoft/,,Innovatix Technology Partners design and deploy custom solutions powered by AI and delivered by talented resources • Specialties: Software Technology,Software Development,"Bedminster, NJ"
Incendia Partners,https://www.linkedin.com/company/incendiapartners/,,....  What We Offer: • Efficient Staffing – A streamlined hiring process for quick and effective placements. • Diverse Industries – Specializing in Software...,Staffing and Recruiting,"Framingham, MA"
"Redolent, Inc",https://www.linkedin.com/company/redolent-inc/,,"Redolent, Inc is a  leading engineering and software solution company focusing on enterprise solutions enabling its customers to realize best value on its investments.   We provide world-class solutions in  Talent Management, Managed workforce, Automation Engineering, Digital and Cloud transformation, Managed...",IT Services and IT Consulting,"Fremont, California"
Datamam,https://www.linkedin.com/company/datamamscraping/,,Leading a Progress Unified by Data • Specialties: software,Software Development,"Laguna Beach, California"
Aziro (formerly MSys Technologies),https://www.linkedin.com/company/azirotech/,,Specialties: Software-Defined Storage,Software Development,"Alpharetta, Georgia"
Tekshapers,https://www.linkedin.com/company/tekshapers-inc/,,One stop solution for all your IT Software & staff augmentation and consulting  needs.  T:-1-248-565-4747,IT Services and IT Consulting,"Troy, Michigan"
Per Scholas,https://www.linkedin.com/company/perscholas/,,"..., IT Support, and Software Engineering. 85%+ of our learners are people of color, 40% are women, and more than half hold a high school diploma as their highest...","Bronx, NY",
BEPC Inc. - Business Excellence Professional Consulting,https://www.linkedin.com/company/bepc-consulting/,,"...and technical consulting services that include: process, product, equipment, and software validations, process and product transfers, commissioning...",Staffing and Recruiting,"San Angelo, TX"
PathAI,https://www.linkedin.com/company/pathai/,,Improving patient outcomes with AI-powered pathology • Specialties: software engineering,Software Development,"Boston, Massachusetts"
Symbotic,https://www.linkedin.com/company/symbotic/,,"Symbotic® (Nasdaq: SYM) is an automation technology leader reimagining the supply chain with its end-to-end, A.I.-powered robotic and software platform. Symbotic reinvents the warehouse as a strategic asset for the world’s largest retail, wholesale, and food & beverage companies. Applying next-generation technology...",Automation Machinery Manufacturing,"Wilmington, MA"
Weedmaps,https://www.linkedin.com/company/weedmaps/,,Weedmaps is the technology platform powering the cannabis industry • Specialties: Software,Software Development,"Orange County, CA"
ABBYY,https://www.linkedin.com/company/abbyy/,,ABBYY puts your information to work with purpose-built AI • Specialties: Artificial intelligence software,Software Development,"Austin, Texas"
Aircall,https://www.linkedin.com/company/aircall/,,"The collaborative, AI-powered workspace trusted by 22K businesses for all customer conversations • Specialties: Call center software",Software Development,"New York, NY"
Team Geek Solutions,https://www.linkedin.com/company/teamgeeksolutions/,,"AI-Driven Solutions, Custom Software Development, Global Talent Optimization | Gen AI, Cloud, Cybersecurity & Automation",IT Services and IT Consulting,"Leander, Texas"
"Chetu, Inc.",https://www.linkedin.com/company/chetu-inc-/,,AI & Digital Transformation Solutions • Specialties: Custom Software Development,Software Development,"Sunrise, Florida"
Theery,https://www.linkedin.com/company/theery/,,"We have 3 recruitment teams: Software, Hardware and Biotechnology/Life Sciences. Retained and Contingency options.",Staffing and Recruiting,"Los Angeles, California"
AgreeYa Solutions,https://www.linkedin.com/company/agreeya-solutions/,,"AgreeYa Solutions is a leading global provider of software, solutions and services to small, medium and global Fortune 100 organizations. Founded in 1999 and headquartered in Folsom, Calif., AgreeYa has over 2,500 professionals helping clients across U.S, India, Mexico, and Singapore. Leveraging a technology-enabled...",IT Services and IT Consulting,"Folsom, CA"
Teramind,https://www.linkedin.com/company/teramindco/,,"Predictive Edge, Powered by AI - Intelligence That Protects Your Workforce • Specialties: Employee Monitoring Software",Software Development,"Cheyenne, Wyoming"
Datasite,https://www.linkedin.com/company/datasiteglobal/,,We empower dealmakers around the world with the tools they need to succeed across the entire M&A journey • Specialties: Computer Software,Software Development,"Minneapolis, Minnesota"
maven,https://www.linkedin.com/company/maven-alpha/,,"A little bit on us . . . . . .  We are a passionate team of Investors, Brand Ambassadors and Niche Recruiters who connect talented Software Engineers & PhD Quants with the Most Interesting, Challenging & Highly Compensated Job Opportunities in the World.  Opportunities where you will work with the best minds...",Staffing and Recruiting,"New York, NY"
Qumulo,https://www.linkedin.com/company/qumulo/,,"Qumulo is the simple way to manage exabyte-scale data anywhere — edge, core, or cloud — on the platform of your choice • Specialties: Software",Software Development,"Seattle, WA"
Hilti North America,https://www.linkedin.com/company/hilti-usa/,,"We supply the construction and energy industries with innovative products, systems, software and services. #LifeAtHilti",Construction,"Plano, Texas"
"Q1 Technologies, Inc.",https://www.linkedin.com/company/q1tech/,,"Q1 is a global professional organization that delivers quality IT products and services. Q1 specializes in Software Development, Business Consulting...",IT Services and IT Consulting,"Chicago, Illinois"
Smartcat,https://www.linkedin.com/company/smartcatai/,,"Smartcat is the essential AI platform for global enterprise content.  Smartcat’s expert-enabled AI Agents automate content creation, translation, and localization across every format, language, and team — from documents to websites to software. Built for speed, scale, and brand control, they help global organizations...","Technology, Information and Internet","Wilmington, DE"
TripleTen,https://www.linkedin.com/company/tripleten/,,"..., part-time and full-time bootcamps in:  Software Engineering  Quality Assurance  Business Intelligence Analytics  Cyber Security  UX/UI Design  AI and Machine...","Salt Lake City, Utah",
Anuta Networks,https://www.linkedin.com/company/anuta-networks/,,"Anuta Networks is a leading provider of Web-Scale On-prem and Cloud Network Orchestration and Assurance software for the branch, campus, data center and service provider-managed multi-vendor enterprise networks.  Anuta ATOM orchestration and assurance platform enables customers to automate and accelerate...","Technology, Information and Internet","Milpitas, California"
Resource Logistics Inc.,https://www.linkedin.com/company/resource-logistics/,,...• Statement of Work • Payroll Services  Software Solutions: • Vendor Management • Software Development • Technology Consulting • Infrastructure Services   Industries...,IT Services and IT Consulting,"East Brunswick, New Jersey"
Action1,https://www.linkedin.com/company/action1corp/,,"...risks, and protects the digital employee experience.   In 2025, Action1 was recognized by Inc. 5000 as the fastest-growing private software company in America...",Computer and Network Security,"Houston, Texas"
Clarifai,https://www.linkedin.com/company/clarifai/,,Create and Control Your AI Workloads On Any Compute • Specialties: software,Software Development,"Wilmington, Delaware"
ColorTokens Inc.,https://www.linkedin.com/company/colortokens/,,"Simplify, accelerate and automate microsegmentation and Zero Trust cybersecurity for all enterprises, legacy to cloud • Specialties: Software Defined Security",Software Development,"San Jose, California"
Bubble,https://www.linkedin.com/company/bubble/,,Specialties: software,Software Development,"New York, NY"
vFairs,https://www.linkedin.com/company/vfairs/,,"...content & email marketing software to promote events, analytics to understand performance, and planning tools like budgeting, accommodation management...","Technology, Information and Internet","Carrollton, Texas"
Kong Inc.,https://www.linkedin.com/company/konghq/,,Powering the API World • Specialties: software,Software Development,"San Francisco, California"
Modern Campus,https://www.linkedin.com/company/moderncampus/,,"...-obsessed, fearless in facing challenges, and united in the pursuit of excellence. At Modern Campus, you won’t just be building software—you’ll be building better...",Higher Education,"Camarillo, California"
Hubstaff,https://www.linkedin.com/company/hubstaff/,,"Hubstaff is a time tracking software that includes built-in productivity monitoring, automated payments, and workforce analytics.  It’s used by over 112,000 remote, hybrid, in-office, and field-based teams to log hours, streamline operations, and gain insight into how work gets done.","Technology, Information and Internet","Indianapolis , Indiana"
ForgeRock (Now Ping Identity),https://www.linkedin.com/company/forgerock/,,"Simply and Safely Access the Connected World. 
➡️ Follow us at Ping Identity • Specialties: Identity Software Platform",Software Development,"San Francisco, CA"
Snorkel AI,https://www.linkedin.com/company/snorkel-ai/,,"Expert Data. 
Unparalled Quality • Specialties: software",Software Development,"Redwood City, California"
Rolustech,https://www.linkedin.com/company/rolustech/,,"...industry, we have successfully delivered over 900 custom projects to clients worldwide.  Our team has over 300  Software Engineers, Technical Architects, Business Analysts, Project...",IT Services and IT Consulting,"San Francisco, California"
"Princeton IT Services, Inc",https://www.linkedin.com/company/princeton-it-services-inc/,,"...Consultants specializing in Data Analytics, Database Technology Solutions, Infrastructure Management Services, Software Development, and Server Automation...",Information Technology & Services,"New York, NY"
The Davis Companies,https://www.linkedin.com/company/the-davis-companies/,,"The DAVIS Companies is a preferred source for Staffing Solutions and Talent Advisory Services, specializing in contract, contract-to-hire and direct hire staffing for Engineering, Skilled Manufacturing, IT and Software personnel.    A recognized leader in the staffing industry for the past 30 years, DAVIS Companies...",Staffing and Recruiting,"Marlborough, Massachusetts"
Artemis Consultants,https://www.linkedin.com/company/artemis-consultants/,,...are:   • SaaS & Enterprise Software  • AI & ML • B2B Technology & B2B Services • Data & Analytical Services • Financial Services & Insurance • Healthcare & Life Sciences...,Staffing and Recruiting,"Columbus, Ohio"
SpotDraft,https://www.linkedin.com/company/spotdraft/,,"Award winning, AI-driven, end-to-end contract automation platform for companies of all sizes • Specialties: Software Development",Software Development,New York
Integrate,https://www.linkedin.com/company/integrate-/,,"From disconnected data, to revenue ready leads. Integrate exists to make your data marketable so you can drive pipeline • Specialties: Marketing Software",Software Development,"Phoenix, Arizona"
Eptura,https://www.linkedin.com/company/eptura/,,"We provide worktech solutions for people, workplaces, and assets to enable everyone to reach their full potential • Specialties: Space Management Software",Software Development,"Atlanta, Georgia"
Vention,https://www.linkedin.com/company/ventionteams/,,The software development partner of choice for innovators looking to reach new heights.,IT Services and IT Consulting,"New York, New York"
Seesaw Learning,https://www.linkedin.com/company/seesaw-learning/,,All your elementary needs super-powered by AI. Joyful instruction + family engagement = improved student outcomes • Specialties: Software,Software Development,"San Francisco, California"
nCino,https://www.linkedin.com/company/ncino-inc-/,,Specialties: Cloud Banking Software,Software Development,"Wilmington, NC"
uTest,https://www.linkedin.com/company/utest/,,"We are uTest – digital quality, powered by people. uTest is the world’s largest, most diverse digital testing community • Specialties: Software Testing",Software Development,"Framingham, Massachusetts"
Markforged,https://www.linkedin.com/company/markforged/,,...-built metal & carbon-reinforced materials for strength and beautiful finishes; and cloud software for turning drawings into high-strength printing.  Interested...,Industrial Machinery Manufacturing,"Waltham, Massachusetts"
Trinetix,https://www.linkedin.com/company/trinetix-inc/,,"Trinetix is a global custom software development partner that brings ambitious ideas to life. We’ll help you transform the way your business operates, serves, navigates industry changes, and sets new market standards. We specialize in delivering design-forward, award-winning technology solutions. As your strategic...",IT Services and IT Consulting,"Brentwood, Tennessee"
AuditBoard,https://www.linkedin.com/company/auditboard/,,"AuditBoard is the leading AI-powered 
global platform for connected risk, transforming audit, risk, and compliance • Specialties: GRC software",Software Development,"Cerritos, California"
CARET,https://www.linkedin.com/company/get-caret/,,Empowering professionals with the latest practice management technology & automation to create space for what matters • Specialties: Law Practice Management Software,Software Development,"Del Mar, California"
Hinge,https://www.linkedin.com/company/hinge-app/,,"Meet people who want to get off dating apps, too • Specialties: software",Software Development,New York
Tecsys Inc.,https://www.linkedin.com/company/tecsys-inc/,,Equipping supply chain greatness • Specialties: Software,Software Development,"Chicago, IL"
Skit.ai,https://www.linkedin.com/company/skit-ai/,,Leading Conversational AI solution. One Platform for Multichannel Collections Conversations powered by Generative AI • Specialties: Enterprise Software,Software Development,New York
Vaisesika,https://www.linkedin.com/company/vaisesika/,,"We are an ISO 27001 and CMMI Level 3 certified innovative and value driven company in the business of Software Development, Quality Engineering, Validated Testing, ERP services, Cloud Migration & DevOps, RPA, Data Analytics & Business Intelligence. We have offices in US(Carlsbad,CA) and Canada (Toronto...",IT Services and IT Consulting,"Carlsbad, California"
TEAM International,https://www.linkedin.com/company/team-international/,,...are:  -Custom Software Development: Crafting unique software solutions tailored to meet each customer’s individual needs and objectives and enhance their operational...,IT Services and IT Consulting,"Lake Mary, FL"
Carbon,https://www.linkedin.com/company/carbon/,,"The Idea-to-Production Platform Rapidly design, develop and scale production of better products in less time with the Carbon platform. Integrated end-use materials, software, and 3D printers enable teams to accelerate bringing products to market — from idea to production.    Create radically better products...",Manufacturing,"Redwood City, CA"
Peer Consulting Resources Inc.,https://www.linkedin.com/company/peer-consulting/,,"Led by expertise, driven by purpose—transforming businesses with measurable results • Specialties: Software Development",Software Development,"New York, NY"
The Cypress Group,https://www.linkedin.com/company/the-cypress-group/,,...:  -Software Engineering  -Application Development  -Web Development  -Data Scientists -Data Engineering -Distributed Systems -Business Systems Analysis...,Staffing and Recruiting,"New York, NY"
Allwyn Corporation,https://www.linkedin.com/company/allwyncorp/,,"...in the global marketplace by helping them implement high quality, cost efficient software products and IT applications. Our key differentiators are our approach...",Information Technology & Services,"Herndon, Virginia"
Sisense,https://www.linkedin.com/company/sisense/,,Specialties: BI Software,Software Development,"New York, New York"
